output_id,standard_code,sequence,activity_name,duration_text
MUBS/P6/OBJ3/PCI/PRO/S001-O83,MUBS/P6/OBJ3/PCI/PRO/S001,3,Draft an official factual holding statement,Within 1 hour
MUBS/P6/OBJ3/PCI/PRO/S001-O83,MUBS/P6/OBJ3/PCI/PRO/S001,4,Secure executive approval from Management / Principal,Within 2 hours
MUBS/P6/OBJ3/PCI/PRO/S001-O83,MUBS/P6/OBJ3/PCI/PRO/S001,5,Disseminate statement to media houses and targeted stakeholder groups,Within 2–3 hours
MUBS/P6/OBJ3/PCI/PRO/S001-O83,MUBS/P6/OBJ3/PCI/PRO/S001,6,Issue daily verified updates until full resolution of the crisis,
MUBS/P6/OBJ3/PCI/PRO/S001-O83,MUBS/P6/OBJ3/PCI/PRO/S001,7,Compile and submit a comprehensive final crisis evaluation report to Management,Within 7 days
MUBS/P6/OBJ3/PCI/PRO/S001-O84,MUBS/P6/OBJ3/PCI/PRO/S001,1,Develop comprehensive digital content calendars reflecting institutional milestones,Monthly
MUBS/P6/OBJ3/PCI/PRO/S001-O84,MUBS/P6/OBJ3/PCI/PRO/S001,2,"Execute daily content creation, formatting, and platform posting",
MUBS/P6/OBJ3/PCI/PRO/S001-O84,MUBS/P6/OBJ3/PCI/PRO/S001,3,"Conduct hourly monitoring of comments, tags, and brand mentions",
MUBS/P6/OBJ3/PCI/PRO/S001-O84,MUBS/P6/OBJ3/PCI/PRO/S001,4,Resolve public queries and direct messages,Within 2 hours during working hours
MUBS/P6/OBJ3/PCI/PRO/S001-O84,MUBS/P6/OBJ3/PCI/PRO/S001,5,Compile and review weekly analytics reports for internal optimization,
MUBS/P6/OBJ3/PCI/PRO/S001-O84,MUBS/P6/OBJ3/PCI/PRO/S001,6,Submit a formalized monthly digital performance and engagement report to management,
MUBS/P6/OBJ3/PCI/PRO/S001-O85,MUBS/P6/OBJ3/PCI/PRO/S001,1,Receive full event concepts and logistical details from user units,2–4 weeks prior
MUBS/P6/OBJ3/PCI/PRO/S001-O85,MUBS/P6/OBJ3/PCI/PRO/S001,2,Design and finalize a tailored event communication and publicity plan,Within 3 days
MUBS/P6/OBJ3/PCI/PRO/S001-O85,MUBS/P6/OBJ3/PCI/PRO/S001,3,Launch the official publicity rollout across selected media,2 weeks before the event
MUBS/P6/OBJ3/PCI/PRO/S001-O85,MUBS/P6/OBJ3/PCI/PRO/S001,4,Deploy PR teams for live multimedia coverage and press management,Event Day
MUBS/P6/OBJ3/PCI/PRO/S001-O85,MUBS/P6/OBJ3/PCI/PRO/S001,5,"Compile, review, and submit the final post-event publicity report to management",Within 5 days
MUBS/P6/OBJ3/PCI/PRO/S001-O86,MUBS/P6/OBJ3/PCI/PRO/S001,1,Conduct comprehensive stakeholder mapping exercises to identify priority partners,Quarterly
MUBS/P6/OBJ3/PCI/PRO/S001-O86,MUBS/P6/OBJ3/PCI/PRO/S001,2,Formulate a detailed institutional stakeholder engagement plan,Quarterly
MUBS/P6/OBJ3/PCI/PRO/S001-O86,MUBS/P6/OBJ3/PCI/PRO/S001,3,"Draft, dispatch, and coordinate official invitations and logistics",2 weeks before engagement
MUBS/P6/OBJ3/PCI/PRO/S001-O86,MUBS/P6/OBJ3/PCI/PRO/S001,4,"Execute the stakeholder engagement session, forum, or dialogue",On scheduled date
MUBS/P6/OBJ3/PCI/PRO/S001-O86,MUBS/P6/OBJ3/PCI/PRO/S001,5,"Collect, aggregate, and analyze participant feedback data",Within 3 days post-event
MUBS/P6/OBJ3/PCI/PRO/S001-O86,MUBS/P6/OBJ3/PCI/PRO/S001,6,Submit the consolidated quarterly stakeholder outreach report to Management,
MUBS/P6/OBJ3/PCI/PRO/S001-O87,MUBS/P6/OBJ3/PCI/PRO/S001,1,Engage directly with departments and units to capture upcoming milestones,Continuous over 1 month
MUBS/P6/OBJ3/PCI/PRO/S001-O87,MUBS/P6/OBJ3/PCI/PRO/S001,2,Develop and structurally map out the master cross-platform content calendar,1 week prior to month-start
MUBS/P6/OBJ3/PCI/PRO/S001-O87,MUBS/P6/OBJ3/PCI/PRO/S001,3,Retrieve raw event data and background assets from organizing units,1 month prior to event
MUBS/P6/OBJ3/PCI/PRO/S001-O87,MUBS/P6/OBJ3/PCI/PRO/S001,4,"Design and produce approved digital promotional materials, fliers, and graphics",Within 2 days of asset receipt
MUBS/P6/OBJ3/PCI/PRO/S001-O87,MUBS/P6/OBJ3/PCI/PRO/S001,5,"Design, caption, and schedule live event day digital content blocks",Event Day
MUBS/P6/OBJ3/PCI/PRO/S001-O87,MUBS/P6/OBJ3/PCI/PRO/S001,6,Enforce strict real-time content moderation and spam filtering,Event Day
MUBS/P6/OBJ3/PCI/PRO/S001-O87,MUBS/P6/OBJ3/PCI/PRO/S001,7,Conduct user validation checks to ensure information accuracy,Event Day
MUBS/P6/OBJ3/PCI/PRO/S001-O87,MUBS/P6/OBJ3/PCI/PRO/S001,8,Publish validated real-time content streams directly across platforms on the event day,
MUBS/P6/OBJ3/PCI/PRO/S001-O88,MUBS/P6/OBJ3/PCI/PRO/S001,1,"Receive raw communication texts, announcements, or policies from the requesting User Department/Unit",Daily
MUBS/P6/OBJ3/PCI/PRO/S001-O88,MUBS/P6/OBJ3/PCI/PRO/S001,2,"Verify information authenticity, checking against primary source records",1–3 days
MUBS/P6/OBJ3/PCI/PRO/S001-O88,MUBS/P6/OBJ3/PCI/PRO/S001,3,"Analyze and select the best distribution channel matrices, including corporate email, digital portal news, or social extensions",1–3 days
MUBS/P6/OBJ3/PCI/PRO/S001-O88,MUBS/P6/OBJ3/PCI/PRO/S001,4,"Format, code, and execute the actual communication and web publishing sequence",1–3 days
MUBS/P6/OBJ3/PCI/PRO/S001-O88,MUBS/P6/OBJ3/PCI/PRO/S001,5,"Track, capture, and archive user feedback as dictated by the specific communication terms and portal logs",
MUBS/P6/OBJ3/PCI/OCs/S001-O89,MUBS/P6/OBJ3/PCI/OCs/S001,1,Design promotional materials,1 week
MUBS/P6/OBJ3/PCI/OCs/S001-O89,MUBS/P6/OBJ3/PCI/OCs/S001,2,Awareness creation,1 month
MUBS/P6/OBJ3/PCI/OCs/S001-O89,MUBS/P6/OBJ3/PCI/OCs/S001,3,Application review (2 weeks) or MoU signing,
MUBS/P6/OBJ3/PCI/OCs/S001-O89,MUBS/P6/OBJ3/PCI/OCs/S001,4,Communication to applicants,1 day
MUBS/P6/OBJ3/PCI/OCs/S001-O89,MUBS/P6/OBJ3/PCI/OCs/S001,5,Payment collection,continuous
MUBS/P6/OBJ3/PCI/OCs/S001-O89,MUBS/P6/OBJ3/PCI/OCs/S001,6,Orientation,1 day
MUBS/P6/OBJ3/PCI/OCs/S001-O89,MUBS/P6/OBJ3/PCI/OCs/S001,7,Training,2-6weeks
MUBS/P6/OBJ3/PCI/OCs/S001-O89,MUBS/P6/OBJ3/PCI/OCs/S001,8,Progressive assessments,continuous
MUBS/P6/OBJ3/PCI/OCs/S001-O89,MUBS/P6/OBJ3/PCI/OCs/S001,9,Certification,1 day
MUBS/P6/OBJ3/PCI/OCs/S001-O90,MUBS/P6/OBJ3/PCI/OCs/S001,1,Call for applications,1 week
MUBS/P6/OBJ3/PCI/OCs/S001-O90,MUBS/P6/OBJ3/PCI/OCs/S001,2,Training,1 weeks
MUBS/P6/OBJ3/PCI/OCs/S001-O90,MUBS/P6/OBJ3/PCI/OCs/S001,3,Mentorship,1 week
MUBS/P6/OBJ3/PCI/OCs/S001-O90,MUBS/P6/OBJ3/PCI/OCs/S001,4,Graduation,1 day
MUBS/P6/OBJ3/PCI/OCs/S001-O91,MUBS/P6/OBJ3/PCI/OCs/S001,1,Needs assessment,1 Month
MUBS/P6/OBJ3/PCI/OCs/S001-O91,MUBS/P6/OBJ3/PCI/OCs/S001,2,receive EOI,2 weeks
MUBS/P6/OBJ3/PCI/OCs/S001-O91,MUBS/P6/OBJ3/PCI/OCs/S001,3,Conduct Training,1 week
MUBS/P6/OBJ3/PCI/OCs/S001-O91,MUBS/P6/OBJ3/PCI/OCs/S001,4,conduct assessments,1 week
MUBS/P6/OBJ3/PCI/OCs/S001-O91,MUBS/P6/OBJ3/PCI/OCs/S001,5,Submit reports to Management,1 day
MUBS/P6/OBJ3/PCI/OCs/S001-O92,MUBS/P6/OBJ3/PCI/OCs/S001,1,Preincubation,2 months
MUBS/P6/OBJ3/PCI/OCs/S001-O92,MUBS/P6/OBJ3/PCI/OCs/S001,2,Growth stage,as per schedule
MUBS/P6/OBJ3/PCI/OCs/S001-O92,MUBS/P6/OBJ3/PCI/OCs/S001,3,Acceleration of financing as per schedule,
MUBS/P6/OBJ3/PCI/OCs/S001-O92,MUBS/P6/OBJ3/PCI/OCs/S001,4,graduation as per schedule,
MUBS/P6/OBJ3/PCI/OCs/S001-O93,MUBS/P6/OBJ3/PCI/OCs/S001,1,Sourcing (3 months) Concept development,1 month
MUBS/P6/OBJ3/PCI/OCs/S001-O93,MUBS/P6/OBJ3/PCI/OCs/S001,2,Engagement with stakeholders,3 months
MUBS/P6/OBJ3/PCI/OCs/S001-O93,MUBS/P6/OBJ3/PCI/OCs/S001,3,MoU signing,3 months
MUBS/P6/OBJ3/PCI/OCs/S001-O93,MUBS/P6/OBJ3/PCI/OCs/S001,4,Placement of interns,1 months
MUBS/P6/OBJ3/PCI/OCs/S001-O93,MUBS/P6/OBJ3/PCI/OCs/S001,5,Monitoring of performance,continuous
MUBS/P6/OBJ3/PCI/OCs/S001-O93,MUBS/P6/OBJ3/PCI/OCs/S001,6,Submission of reports to management,monthly
MUBS/P6/OBJ3/PCI/DoS/S002-O94,MUBS/P6/OBJ3/PCI/DoS/S002,1,Compile information on admitted international students within 3 working days of receiving admission lists,
MUBS/P6/OBJ3/PCI/DoS/S002-O94,MUBS/P6/OBJ3/PCI/DoS/S002,2,Review and verify beneficiary documentation for immigration support within 2 working days,
MUBS/P6/OBJ3/PCI/DoS/S002-O94,MUBS/P6/OBJ3/PCI/DoS/S002,3,Coordinate visa and immigration support with the relevant government offices,
MUBS/P6/OBJ3/PCI/DoS/S002-O94,MUBS/P6/OBJ3/PCI/DoS/S002,4,"Facilitate accommodation arrangements and other essential pre-arrival requirements, where applicable, within 1 week",
MUBS/P6/OBJ3/PCI/DoS/S002-O94,MUBS/P6/OBJ3/PCI/DoS/S002,5,Coordinate arrival logistics with relevant School offices and provide reception and transition support upon arrival,
MUBS/P6/OBJ3/PCI/DoS/S002-O94,MUBS/P6/OBJ3/PCI/DoS/S002,6,Verify original travel and immigration documents upon arrival,
MUBS/P6/OBJ3/PCI/DoS/S002-O94,MUBS/P6/OBJ3/PCI/DoS/S002,7,Coordinate issuance of MUBS identification cards and other institutional documentation within 2 working days of registration,
MUBS/P6/OBJ3/PCI/DoS/S002-O94,MUBS/P6/OBJ3/PCI/DoS/S002,8,"Conduct orientation on MUBS policies, academic systems, student support services, and campus life within 4 working days of arrival",
MUBS/P6/OBJ3/PCI/DoS/S002-O94,MUBS/P6/OBJ3/PCI/DoS/S002,9,"Monitor students throughout the transition period and promptly identify and refer academic, financial, immigration, welfare, or psychosocial concerns to the appropriate support units",
MUBS/P6/OBJ3/PCI/DoS/S002-O94,MUBS/P6/OBJ3/PCI/DoS/S002,10,Transition students into the standard MUBS student support systems and submit periodic onboarding reports to Management,
MUBS/P5/OBJ4/HCG/S&P/S001-O95,MUBS/P5/OBJ4/HCG/S&P/S001,1,Draft and secure Council approval for the formulation roadmap and budget,
MUBS/P5/OBJ4/HCG/S&P/S001-O95,MUBS/P5/OBJ4/HCG/S&P/S001,2,Conduct baseline performance reviews and comprehensive institutional SWOT/PESTLE environmental scans,
MUBS/P5/OBJ4/HCG/S&P/S001-O95,MUBS/P5/OBJ4/HCG/S&P/S001,3,Administer stakeholder consultation workshops across all MUBS constituencies,
MUBS/P5/OBJ4/HCG/S&P/S001-O95,MUBS/P5/OBJ4/HCG/S&P/S001,4,"Draft core strategic pillars, institutional objectives, and macro–Key Performance Indicators",KPIs
MUBS/P5/OBJ4/HCG/S&P/S001-O95,MUBS/P5/OBJ4/HCG/S&P/S001,5,Align the strategic plan costing matrix with macro-economic realities and institutional budget ceilings,
MUBS/P5/OBJ4/HCG/S&P/S001-O95,MUBS/P5/OBJ4/HCG/S&P/S001,6,"Validate the draft plan with Top Management, Council, and external certification authorities",NPA
MUBS/P5/OBJ4/HCG/S&P/S001-O95,MUBS/P5/OBJ4/HCG/S&P/S001,7,"Publish, distribute, and officially launch the approved Strategic Plan",
MUBS/P5/OBJ4/HCG/S&P/S001-O96,MUBS/P5/OBJ4/HCG/S&P/S001,1,Issue planning guideline by September every year in 1 week,
MUBS/P5/OBJ4/HCG/S&P/S001-O96,MUBS/P5/OBJ4/HCG/S&P/S001,2,Consolidate the workplan; 10 working days,
MUBS/P5/OBJ4/HCG/S&P/S001-O96,MUBS/P5/OBJ4/HCG/S&P/S001,3,Review & submit to Bursar in October,
MUBS/P5/OBJ4/HCG/S&P/S001-O96,MUBS/P5/OBJ4/HCG/S&P/S001,4,"Upon approval, extract procurement plan & submit to PDU in 3 days",
MUBS/P5/OBJ4/HCG/S&P/S001-O96,MUBS/P5/OBJ4/HCG/S&P/S001,5,Initiate procurement as per workplan by beginning of FY,
MUBS/P5/OBJ4/HCG/S&P/S001-O96,MUBS/P5/OBJ4/HCG/S&P/S001,6,"Acquire specification, market survey report in 4 weeks",
MUBS/P5/OBJ4/HCG/S&P/S001-O96,MUBS/P5/OBJ4/HCG/S&P/S001,7,Submit for approval to management in 1 week,
MUBS/P5/OBJ4/HCG/S&P/S001-O96,MUBS/P5/OBJ4/HCG/S&P/S001,8,Report to Development committee and management,
MUBS/P5/OBJ4/HCG/S&P/S001-O97,MUBS/P5/OBJ4/HCG/S&P/S001,1,Assess the active institutional results framework,
MUBS/P5/OBJ4/HCG/S&P/S001-O97,MUBS/P5/OBJ4/HCG/S&P/S001,2,Formulate the comprehensive annual M&E operational workplan at the start of the Financial Year,1 week
MUBS/P5/OBJ4/HCG/S&P/S001-O97,MUBS/P5/OBJ4/HCG/S&P/S001,3,Field data collection teams to retrieve performance logs from all academic and administrative cost-centres in one month,
MUBS/P5/OBJ4/HCG/S&P/S001-O97,MUBS/P5/OBJ4/HCG/S&P/S001,4,Verify submitted performance claims directly against primary source results frameworks in 1 week,
MUBS/P5/OBJ4/HCG/S&P/S001-O97,MUBS/P5/OBJ4/HCG/S&P/S001,5,Conduct quantitative and qualitative trend analysis on quarterly milestones in 2 weeks,
MUBS/P5/OBJ4/HCG/S&P/S001-O97,MUBS/P5/OBJ4/HCG/S&P/S001,6,Draft cumulative performance evaluation dashboards in 2 weeks,
MUBS/P5/OBJ4/HCG/S&P/S001-O97,MUBS/P5/OBJ4/HCG/S&P/S001,7,Submit verified evaluation reports to Top Management and the Development Committee quarterly,
MUBS/P5/OBJ4/HCG/S&P/S001-O98,MUBS/P5/OBJ4/HCG/S&P/S001,1,Design Data Collection Tools,
MUBS/P5/OBJ4/HCG/S&P/S001-O98,MUBS/P5/OBJ4/HCG/S&P/S001,2,Issue Data Collection Requests,
MUBS/P5/OBJ4/HCG/S&P/S001-O98,MUBS/P5/OBJ4/HCG/S&P/S001,3,Receive and Compile Data,
MUBS/P5/OBJ4/HCG/S&P/S001-O98,MUBS/P5/OBJ4/HCG/S&P/S001,4,"Clean, Code, and Capture Data",
MUBS/P5/OBJ4/HCG/S&P/S001-O98,MUBS/P5/OBJ4/HCG/S&P/S001,5,Validate and Verify Data,
MUBS/P5/OBJ4/HCG/S&P/S001-O98,MUBS/P5/OBJ4/HCG/S&P/S001,6,Analyse Institutional Trends and Indicators,
MUBS/P5/OBJ4/HCG/S&P/S001-O98,MUBS/P5/OBJ4/HCG/S&P/S001,7,"Prepare Tables, Graphs, and Visualizations",
MUBS/P5/OBJ4/HCG/S&P/S001-O98,MUBS/P5/OBJ4/HCG/S&P/S001,8,Draft Statistical Abstract and Fact Book,
MUBS/P5/OBJ4/HCG/S&P/S001-O98,MUBS/P5/OBJ4/HCG/S&P/S001,9,Present Draft for Management Review,
MUBS/P5/OBJ4/HCG/S&P/S001-O98,MUBS/P5/OBJ4/HCG/S&P/S001,10,Incorporate Feedback and Finalize,
MUBS/P5/OBJ4/HCG/S&P/S001-O98,MUBS/P5/OBJ4/HCG/S&P/S001,11,Publish and Disseminate the Fact Book,
MUBS/P5/OBJ4/HCG/S&P/S001-O98,MUBS/P5/OBJ4/HCG/S&P/S001,12,Archive Data and Records,
MUBS/P5/OBJ4/HCG/PDU/S001-O99,MUBS/P5/OBJ4/HCG/PDU/S001,1,Receive user department procurement plans explicitly aligned to localized activity budgets,By May
MUBS/P5/OBJ4/HCG/PDU/S001-O99,MUBS/P5/OBJ4/HCG/PDU/S001,2,"Clean, code, and consolidate independent unit plans into the master institutional APP framework",15–25 June
MUBS/P5/OBJ4/HCG/PDU/S001-O99,MUBS/P5/OBJ4/HCG/PDU/S001,3,Execute cross-validation exercises with the School Bursar/Finance Department,25–28 June
MUBS/P5/OBJ4/HCG/PDU/S001-O99,MUBS/P5/OBJ4/HCG/PDU/S001,4,Submit the consolidated PP for approval to Top Management and PPDA,By 30 June
MUBS/P5/OBJ4/HCG/PDU/S001-O100,MUBS/P5/OBJ4/HCG/PDU/S001,1,Receive official procurement requisition (Form 5) from the user unit,Day 0
MUBS/P5/OBJ4/HCG/PDU/S001-O100,MUBS/P5/OBJ4/HCG/PDU/S001,2,Verify funds availability and asset specifications,Days 1–2
MUBS/P5/OBJ4/HCG/PDU/S001-O100,MUBS/P5/OBJ4/HCG/PDU/S001,3,"Draft complete, unambiguous bidding/solicitation documents as per PPDA guidelines and deadlines",
MUBS/P5/OBJ4/HCG/PDU/S001-O100,MUBS/P5/OBJ4/HCG/PDU/S001,4,Report to management at the end of the process,
MUBS/P5/OBJ4/HCG/PDU/S001-O101,MUBS/P5/OBJ4/HCG/PDU/S001,1,As per PPDA guidelines,
MUBS/P5/OBJ4/HCG/PDU/S001-O102,MUBS/P5/OBJ4/HCG/PDU/S001,1,As per PPDA guidelines and deadlines,
MUBS/P5/OBJ4/HCG/PDU/S001-O103,MUBS/P5/OBJ4/HCG/PDU/S001,1,"Gather raw store delivery notes, user feedback logs, and quality rejection sheets",Quarter 4
MUBS/P5/OBJ4/HCG/PDU/S001-O103,MUBS/P5/OBJ4/HCG/PDU/S001,2,"Execute structured evaluation scoring based on timelines, quality, and responsiveness",Within 2 weeks
MUBS/P5/OBJ4/HCG/PDU/S001-O103,MUBS/P5/OBJ4/HCG/PDU/S001,3,Compile and submit the final annual Supplier Performance Evaluation,
MUBS/P5/OBJ4/HCG/PDU/S001-O103,MUBS/P5/OBJ4/HCG/PDU/S001,4,Report to Top Management,By 15 December
MUBS/P5/OBJ4/HCG/PDU/S001-O104,MUBS/P5/OBJ4/HCG/PDU/S001,1,"Board of Survey identifies and logs obsolete, unserviceable, or redundant assets",Day 0
MUBS/P5/OBJ4/HCG/PDU/S001-O104,MUBS/P5/OBJ4/HCG/PDU/S001,2,Conduct independent professional asset valuation and reserve pricing,Days 1–7
MUBS/P5/OBJ4/HCG/PDU/S001-O104,MUBS/P5/OBJ4/HCG/PDU/S001,3,Formulate a comprehensive asset disposal plan,Days 7–14
MUBS/P5/OBJ4/HCG/PDU/S001-O104,MUBS/P5/OBJ4/HCG/PDU/S001,4,Present the disposal plan to the Contracts Committee for formal execution approval,Days 14–21
MUBS/P5/OBJ4/HCG/PDU/S001-O104,MUBS/P5/OBJ4/HCG/PDU/S001,5,"Run open public disposal processes, including public auctions or selective bidding",Days 21–60
MUBS/P5/OBJ4/HCG/PDU/S001-O104,MUBS/P5/OBJ4/HCG/PDU/S001,6,Compile and route the final close-out disposal report to the relevant Offices,Day 60
MUBS/P5/OBJ4/HCG/PDU/S001-O105,MUBS/P5/OBJ4/HCG/PDU/S001,1,"Receive closed procurement transaction files from active case officers. -Audit file for mandatory contents (requisitions, bids, evaluation logs, minutes). -Index and assign unique tracking codes to the file (Same day). -Transport and deposit files into secure archives (Within 48 hours).Retrieve and log out requested archival files to authorized officers",Within 1 working day
MUBS/P5/OBJ4/HCG/SB/S001-O106,MUBS/P5/OBJ4/HCG/SB/S001,1,Verify student registers,Day 0
MUBS/P5/OBJ4/HCG/SB/S001-O106,MUBS/P5/OBJ4/HCG/SB/S001,2,Generate invoice generated,Day 1
MUBS/P5/OBJ4/HCG/SB/S001-O106,MUBS/P5/OBJ4/HCG/SB/S001,3,Record payment received,Any day
MUBS/P5/OBJ4/HCG/SB/S001-O106,MUBS/P5/OBJ4/HCG/SB/S001,4,Issue receipt issued,Within 24 hrs
MUBS/P5/OBJ4/HCG/SB/S001-O107,MUBS/P5/OBJ4/HCG/SB/S001,1,Draft and Issue budget call circular,March
MUBS/P5/OBJ4/HCG/SB/S001-O107,MUBS/P5/OBJ4/HCG/SB/S001,2,Guide units on submission requirements,
MUBS/P5/OBJ4/HCG/SB/S001-O107,MUBS/P5/OBJ4/HCG/SB/S001,3,Compile unit submissions,By 15 April
MUBS/P5/OBJ4/HCG/SB/S001-O107,MUBS/P5/OBJ4/HCG/SB/S001,4,Align consolidated budget with MUBS priorities,15–25 April
MUBS/P5/OBJ4/HCG/SB/S001-O107,MUBS/P5/OBJ4/HCG/SB/S001,5,Submit final budget,By 30 April
MUBS/P5/OBJ4/HCG/SB/S001-O107,MUBS/P5/OBJ4/HCG/SB/S001,6,Track execution against approved allocations,throughout the financial year
MUBS/P5/OBJ4/HCG/SB/S001-O108,MUBS/P5/OBJ4/HCG/SB/S001,1,Data collection,1–3rd
MUBS/P5/OBJ4/HCG/SB/S001-O108,MUBS/P5/OBJ4/HCG/SB/S001,2,Verify accuracy and compliance with reporting standards,
MUBS/P5/OBJ4/HCG/SB/S001-O108,MUBS/P5/OBJ4/HCG/SB/S001,3,Prepare monthly financial report,3–4th
MUBS/P5/OBJ4/HCG/SB/S001-O108,MUBS/P5/OBJ4/HCG/SB/S001,4,Submit report to management,By 5th
MUBS/P5/OBJ4/HCG/SB/S001-O108,MUBS/P5/OBJ4/HCG/SB/S001,5,Archive reports for audit and compliance purposes,
MUBS/P5/OBJ4/HCG/SB/S001-O110,MUBS/P5/OBJ4/HCG/SB/S001,1,Log in and acknowledge audit query,Day 0
MUBS/P5/OBJ4/HCG/SB/S001-O110,MUBS/P5/OBJ4/HCG/SB/S001,2,Gather relevant files and evidence,
MUBS/P5/OBJ4/HCG/SB/S001-O110,MUBS/P5/OBJ4/HCG/SB/S001,3,Conduct investigations and analysis,Day 4-7
MUBS/P5/OBJ4/HCG/SB/S001-O110,MUBS/P5/OBJ4/HCG/SB/S001,4,Investigation,Day 1–7
MUBS/P5/OBJ4/HCG/SB/S001-O110,MUBS/P5/OBJ4/HCG/SB/S001,5,Submit official response,Day 7–14
MUBS/P5/OBJ4/HCG/SB/S001-O110,MUBS/P5/OBJ4/HCG/SB/S001,6,Track resolution status and update compliance records,
MUBS/P5/OBJ4/HCG/SB/S001-O111,MUBS/P5/OBJ4/HCG/SB/S001,1,Collect payments daily,Daily
MUBS/P5/OBJ4/HCG/SB/S001-O111,MUBS/P5/OBJ4/HCG/SB/S001,2,Record transactions immediately in the systems,End of day
MUBS/P5/OBJ4/HCG/SB/S001-O111,MUBS/P5/OBJ4/HCG/SB/S001,3,Prepare weekly revenue summary,
MUBS/P5/OBJ4/HCG/SB/S001-O111,MUBS/P5/OBJ4/HCG/SB/S001,4,Submit monthly accountability reports,
MUBS/P5/OBJ4/HCG/SB/S001-O111,MUBS/P5/OBJ4/HCG/SB/S001,5,Maintain 100% traceability funds,
MUBS/P5/OBJ4/HCG/HRD/S001-O112,MUBS/P5/OBJ4/HCG/HRD/S001,1,"HR Directorate (HRD) interfaces with the new hire, collects primary biodata, and issues critical HR files",Within 5 working days of contract acceptance
MUBS/P5/OBJ4/HCG/HRD/S001-O112,MUBS/P5/OBJ4/HCG/HRD/S001,2,Notify the respective Head of Department (HOD) of the new hire's reporting date,Within 5 working days
MUBS/P5/OBJ4/HCG/HRD/S001-O112,MUBS/P5/OBJ4/HCG/HRD/S001,3,"Formal introduction to the HOD, department team, and assignment of role expectations/academic workflows",Within 5 working days
MUBS/P5/OBJ4/HCG/HRD/S001-O112,MUBS/P5/OBJ4/HCG/HRD/S001,4,HOD submits written confirmation of the employee's Assumption of Duty to HRD,Within 5 working days
MUBS/P5/OBJ4/HCG/HRD/S001-O112,MUBS/P5/OBJ4/HCG/HRD/S001,5,"Set up official corporate email, build the HRMS portal profile, and capture banking/tax data for payroll entry",Within 5 working days
MUBS/P5/OBJ4/HCG/HRD/S001-O112,MUBS/P5/OBJ4/HCG/HRD/S001,6,"HOD assesses role clarity, institutional cultural fit, and early training needs",Within 3 months
MUBS/P5/OBJ4/HCG/HRD/S001-O112,MUBS/P5/OBJ4/HCG/HRD/S001,7,Conduct initial probation performance review and deliver feedback to the hire,Within 3 months
MUBS/P5/OBJ4/HCG/HRD/S001-O112,MUBS/P5/OBJ4/HCG/HRD/S001,8,Submit a consolidated onboarding cycle report to Top Management,Within 3 months post-cycle
MUBS/P5/OBJ4/HCG/HRD/S001-O113,MUBS/P5/OBJ4/HCG/HRD/S001,1,"Newly appointed Dean of Faculty, Campus, and Head of Department approval hierarchies set on the HR portal",Within 5 working days
MUBS/P5/OBJ4/HCG/HRD/S001-O113,MUBS/P5/OBJ4/HCG/HRD/S001,2,Remuneration adjustments on the Allowances payroll made,Within 1 month
MUBS/P5/OBJ4/HCG/HRD/S001-O113,MUBS/P5/OBJ4/HCG/HRD/S001,3,"HRD organises orientation sessions for the newly appointed Deans of Faculties, Campus Chiefs and Heads of Departments and issues them a copy of the HR Manual",Within 2 months after acceptance
MUBS/P5/OBJ4/HCG/HRD/S001-O113,MUBS/P5/OBJ4/HCG/HRD/S001,4,"Deans of Faculties, Campus Chiefs and Heads of Departments assessed and given feedback on performance on set targets",Within 1 year
MUBS/P5/OBJ4/HCG/HRD/S001-O113,MUBS/P5/OBJ4/HCG/HRD/S001,5,Report to Management on the onboarding process Within 3 months after process),
MUBS/P5/OBJ4/HCG/HRD/S001-O114,MUBS/P5/OBJ4/HCG/HRD/S001,1,Set performance targets in 3 months,
MUBS/P5/OBJ4/HCG/HRD/S001-O114,MUBS/P5/OBJ4/HCG/HRD/S001,2,Performance implementation and monitoring in 1 year,
MUBS/P5/OBJ4/HCG/HRD/S001-O114,MUBS/P5/OBJ4/HCG/HRD/S001,3,Performance appraisal in 1 month,
MUBS/P5/OBJ4/HCG/HRD/S001-O114,MUBS/P5/OBJ4/HCG/HRD/S001,4,Presentation of performance outcome recommendations to Top Management for 2 weeks,
MUBS/P5/OBJ4/HCG/HRD/S001-O114,MUBS/P5/OBJ4/HCG/HRD/S001,5,Presentation of Management’s recommendations on the consolidated performance appraisal exercise in 2 weeks,
MUBS/P5/OBJ4/HCG/HRD/S001-O114,MUBS/P5/OBJ4/HCG/HRD/S001,6,"Performance improvement, rewards and sanctions",
MUBS/P5/OBJ4/HCG/HRD/S001-O115,MUBS/P5/OBJ4/HCG/HRD/S001,1,Unit Heads and staff agree on definitive performance targets at the start of the appraisal cycle,Within the first 3 months
MUBS/P5/OBJ4/HCG/HRD/S001-O115,MUBS/P5/OBJ4/HCG/HRD/S001,2,Execute daily work monitoring and maintain ongoing performance evidence logs,Over a 1-year window
MUBS/P5/OBJ4/HCG/HRD/S001-O115,MUBS/P5/OBJ4/HCG/HRD/S001,3,"Conduct formal year-end appraisal assessments, scoring against the signed target agreements",Completed within 1 month
MUBS/P5/OBJ4/HCG/HRD/S001-O115,MUBS/P5/OBJ4/HCG/HRD/S001,4,Compile and present performance outcome files to Top Management for initial consideration,Within 2 weeks
